
gen best mean std

0 65.860115 2.460678 16.073226

1 74.746171 11.880974 20.599705

2 74.742332 17.306870 19.723039

3 87.213791 25.792710 23.269124

4 85.591410 32.813979 24.772320

5 89.393424 36.593853 27.581298

6 89.393424 41.591229 27.270011

7 89.393424 43.356821 26.634373

8 90.929262 45.955394 27.533439

9 91.254579 50.589170 28.208486

10 91.254579 53.380525 27.990517

11 91.254579 50.625588 31.251122

12 90.929262 54.883137 30.196100

13 90.929262 54.628054 31.442631

14 90.929262 56.012269 30.773113

15 90.929262 57.819726 29.730792

16 90.929262 65.797629 28.339065

17 90.929262 71.185080 28.539436

18 90.929262 76.778104 27.495010

19 90.929262 85.314837 18.594981

20 90.929262 82.072683 24.700681

21 90.929262 84.727433 19.813063

22 90.929262 86.068510 17.764372

23 90.929262 85.353656 18.188185

24 90.929262 82.493949 23.195411

25 90.929262 81.861898 24.880133

26 90.929262 83.512983 23.016727

27 90.929262 82.283062 23.675939

28 90.929262 84.979210 20.377379

29 90.929262 84.094160 21.295948

30 90.929262 84.164342 20.676431
