
gen best mean std

0 39.179917 -2.466614 9.883131

1 39.213103 1.505902 13.517209

2 39.213103 11.246968 17.577045

3 39.213103 23.176965 16.990456

4 39.213103 33.894501 10.192074

5 57.111122 38.610771 5.288920

6 57.125069 40.759521 5.100634

7 57.125069 42.695819 6.182187

8 57.125069 45.776564 7.338300

9 57.159358 50.878271 6.770986

10 75.222348 54.603273 5.092768

11 75.222348 57.352570 3.979929

12 75.222348 58.185454 4.709218

13 75.222348 60.455792 7.062594

14 75.222348 63.989029 9.652130

15 75.222348 71.705784 7.423433

16 75.222348 74.862977 2.515597

17 75.222348 75.222348 0.000000

18 75.222348 75.222348 0.000000

19 75.222348 75.222348 0.000000

20 75.222348 75.222348 0.000000

21 75.222348 75.222348 0.000000

22 75.222348 75.222348 0.000000

23 75.222348 75.222348 0.000000

24 75.222348 75.222348 0.000000

25 75.222348 75.222348 0.000000

26 75.222348 75.222348 0.000000

27 75.222348 75.222348 0.000000

28 75.222348 75.222348 0.000000

29 75.222348 75.222348 0.000000

30 75.222348 75.222348 0.000000
