
gen best mean std

0 39.185869 -2.820931 9.339366

1 39.185869 2.161290 13.996461

2 39.185869 13.208407 17.049055

3 57.253797 26.227335 14.867898

4 57.253797 36.086638 9.879493

5 66.013548 40.787546 6.933637

6 66.013548 43.835901 7.851647

7 66.013548 49.122965 8.487805

8 66.013548 55.579215 7.145085

9 66.013548 60.244061 5.784915

10 66.013548 63.290979 5.107590

11 66.013548 65.750755 1.494302

12 66.013548 66.013548 0.000000

13 66.013548 66.013548 0.000000

14 66.013548 66.013548 0.000000

15 66.013548 66.013548 0.000000

16 66.013548 66.013548 0.000000

17 66.013548 66.013548 0.000000

18 66.013548 66.013548 0.000000

19 66.013548 66.013548 0.000000

20 66.013548 66.013548 0.000000

21 66.013548 66.013548 0.000000

22 66.013548 66.013548 0.000000

23 66.013548 66.013548 0.000000

24 66.013548 66.013548 0.000000

25 66.013548 66.013548 0.000000

26 66.013548 66.013548 0.000000

27 66.013548 66.013548 0.000000

28 66.013548 66.013548 0.000000

29 66.013548 66.013548 0.000000

30 66.013548 66.013548 0.000000
