
gen best mean std

0 39.038995 -3.676443 8.023315

1 39.038995 -0.183889 11.836446

2 39.070411 10.280778 17.262693

3 48.091917 24.682291 17.100566

4 48.130703 35.087309 10.322388

5 48.130703 39.837136 4.183430

6 66.013548 41.515506 5.616039

7 75.179917 44.822557 8.483704

8 75.179917 48.472053 8.657572

9 75.179917 52.927328 12.161705

10 75.179917 59.079664 11.850520

11 75.179917 67.962132 9.604664

12 75.179917 73.761498 4.266840

13 75.179917 75.132990 0.646552

14 75.179917 75.179917 0.000000

15 75.179917 75.179917 0.000000

16 75.179917 75.179917 0.000000

17 75.179917 75.179917 0.000000

18 75.179917 75.179917 0.000000

19 75.179917 75.179917 0.000000

20 75.179917 75.179917 0.000000

21 75.179917 75.179917 0.000000

22 75.179917 75.179917 0.000000

23 75.179917 75.179917 0.000000

24 75.179917 75.179917 0.000000

25 75.179917 75.179917 0.000000

26 75.179917 75.179917 0.000000

27 75.179917 75.179917 0.000000

28 75.179917 75.179917 0.000000

29 75.179917 75.179917 0.000000

30 75.179917 75.179917 0.000000
