
gen best mean std

0 74.755833 0.403080 13.230000

1 74.755833 11.485357 22.665604

2 74.755833 28.518380 25.418295

3 74.755833 48.607885 20.772801

4 74.875317 63.845165 14.728075

5 74.875317 72.692369 5.151657

6 74.875317 74.765377 0.028581

7 83.866602 74.868309 0.905199

8 84.815851 75.397499 2.293448

9 86.415851 76.217115 4.839393

10 91.559745 78.736249 4.854278

11 91.559745 82.029947 4.817457

12 91.559745 84.461726 3.537142

13 91.559745 86.178504 1.729349

14 91.559745 87.140779 1.651509

15 91.559745 88.110874 1.908382

16 91.559745 88.995044 2.322436

17 91.559745 90.299417 4.133971

18 91.559745 91.418625 0.645851

19 91.559745 91.559745 0.000000

20 91.559745 91.559745 0.000000

21 91.559745 91.559745 0.000000

22 91.559745 91.559745 0.000000

23 91.559745 91.559745 0.000000

24 91.559745 91.559745 0.000000

25 91.559745 91.559745 0.000000

26 91.559745 91.559745 0.000000

27 91.559745 91.559745 0.000000

28 91.559745 91.559745 0.000000

29 91.559745 91.559745 0.000000

30 91.559745 91.559745 0.000000
