
gen best mean std

0 85.991410 -1.336925 12.432092

1 56.742332 3.669449 14.637561

2 65.742332 13.113122 18.832833

3 66.179917 22.481793 20.256561

4 86.167552 29.389563 22.379401

5 88.643021 38.556680 24.355868

6 86.391410 43.092767 25.277988

7 89.393424 41.465395 27.872643

8 89.393424 41.662129 28.186370

9 89.393424 44.824556 26.796998

10 89.393424 50.874788 25.703548

11 89.393424 49.554387 28.434789

12 89.393424 53.694188 30.066974

13 89.393424 60.053766 27.346908

14 89.393424 67.111910 29.174728

15 89.393424 69.776993 29.791947

16 89.393424 72.839347 27.932411

17 89.593424 71.748391 30.239698

18 89.593424 78.535182 25.035023

19 89.593424 77.455363 27.846838

20 89.593424 78.643388 26.506444

21 89.593424 81.793872 23.131100

22 89.593424 76.123822 29.777734

23 89.593424 81.068347 24.211137

24 89.593424 79.317450 26.942988

25 89.593424 81.539920 23.815690

26 89.593424 82.780827 21.384906

27 89.593424 80.331294 25.856098

28 89.593424 80.192754 25.488374

29 89.593424 82.059706 23.683907

30 89.593424 82.309053 23.638211
