
gen best mean std

0 65.730904 1.145667 13.528850

1 74.746171 8.710455 16.011165

2 91.626190 18.991315 18.336940

3 86.793424 25.283088 19.934396

4 86.793424 29.094747 24.182174

5 86.793424 35.549409 26.046998

6 86.793424 42.147883 27.240260

7 86.793424 43.336568 29.362862

8 87.593424 53.554205 27.456252

9 87.593424 61.077115 29.439818

10 87.593424 68.625576 25.860880

11 87.593424 73.316766 26.617300

12 87.593424 72.412084 28.313178

13 87.813791 67.610823 33.897213

14 87.813791 58.466518 38.029544

15 87.813791 66.626289 34.219472

16 87.813791 68.873925 33.315538

17 87.813791 72.550598 30.243794

18 87.813791 80.639972 22.496425

19 88.587394 76.868475 27.547202

20 88.587394 81.501099 20.978436

21 88.587394 76.488599 26.233636

22 87.813791 78.393067 25.451232

23 87.813791 77.187173 28.222477

24 87.813791 78.532715 26.589141

25 87.813791 79.903724 24.796814

26 87.813791 79.729023 24.400858

27 87.813791 79.174468 24.837147

28 87.813791 78.407508 25.648733

29 87.813791 78.332178 26.473612

30 87.813791 80.586888 22.808885
