
gen best mean std

0 47.971721 -3.914574 7.749114

1 47.971721 -1.344082 11.225736

2 57.247427 5.838993 16.701647

3 57.247427 16.982990 19.070632

4 57.247427 30.121759 14.507125

5 57.247427 39.500481 7.181421

6 57.247427 42.964367 6.394775

7 57.247427 46.256285 6.380898

8 57.269900 50.322242 5.590187

9 57.269900 53.537823 4.934876

10 66.013548 56.671124 3.474202

11 66.013548 57.550280 5.011852

12 75.013548 59.099911 3.890384

13 75.013548 60.503073 5.325725

14 75.013548 63.533881 8.827788

15 94.900134 68.471808 6.587818

16 94.900134 71.923991 6.024431

17 94.900134 76.630632 6.995793

18 94.900134 81.251228 9.469481

19 94.900134 88.547962 9.259939

20 94.900134 93.513200 5.055408

21 94.900134 94.900134 0.000000

22 94.900134 94.900134 0.000000

23 94.900134 94.900134 0.000000

24 94.900134 94.900134 0.000000

25 94.900134 94.900134 0.000000

26 94.900134 94.900134 0.000000

27 94.900134 94.900134 0.000000

28 94.900134 94.900134 0.000000

29 94.900134 94.900134 0.000000

30 94.900134 94.900134 0.000000
