
gen best mean std

0 65.864435 1.376056 15.402613

1 83.717733 9.123370 18.840883

2 85.991410 18.323614 19.396246

3 86.391410 24.436756 21.848665

4 85.810040 28.071541 26.056932

5 86.593424 38.175708 27.041132

6 87.391410 44.949796 29.812937

7 87.011736 50.739048 29.872692

8 88.724654 54.514960 28.508312

9 89.617915 62.450014 26.559581

10 89.617915 66.704555 27.862567

11 89.617915 72.094002 23.950547

12 89.617915 68.594234 28.154543

13 91.223649 74.558750 22.442919

14 91.223649 78.017638 21.148075

15 91.223649 79.450268 20.603866

16 91.223649 81.910962 18.347431

17 91.223649 81.851130 21.118564

18 91.223649 79.575072 21.803632

19 91.223649 84.366604 16.669093

20 91.223649 82.272097 22.342034

21 91.223649 81.153142 22.833770

22 91.223649 79.200616 27.125858

23 91.223649 84.498693 20.543243

24 91.223649 83.682235 21.404938

25 91.223649 83.041109 22.038402

26 91.223649 84.442891 20.074965

27 91.223649 83.916722 22.235514

28 91.223649 88.003689 14.295005

29 91.223649 84.654897 20.038179

30 91.223649 83.317004 22.066058
