
gen best mean std

0 48.153561 -2.988542 9.145951

1 48.153561 2.655614 15.610508

2 48.021114 12.841661 19.626839

3 48.028738 28.685599 16.326489

4 48.191858 38.229354 7.818203

5 75.013548 42.148604 5.944410

6 75.013548 44.625952 6.630921

7 75.013548 48.975464 8.017777

8 75.013548 52.696845 9.543701

9 75.013548 57.330579 10.893502

10 75.013548 63.493257 10.598011

11 75.013548 69.614998 7.887730

12 75.013548 74.203074 2.648888

13 75.013548 75.013548 0.000000

14 75.013548 75.013548 0.000000

15 75.013548 75.013548 0.000000

16 75.013548 75.013548 0.000000

17 75.013548 75.013548 0.000000

18 75.013548 75.013548 0.000000

19 75.013548 75.013548 0.000000

20 75.013548 75.013548 0.000000

21 75.013548 75.013548 0.000000

22 75.013548 75.013548 0.000000

23 75.013548 75.013548 0.000000

24 75.013548 75.013548 0.000000

25 75.013548 75.013548 0.000000

26 75.013548 74.968548 0.634803

27 75.013548 75.013548 0.000000

28 75.013548 75.013548 0.000000

29 75.013548 75.013548 0.000000

30 75.013548 75.013548 0.000000
