
gen best mean std

0 91.906250 7.752051 27.786946

1 91.790514 23.853674 35.582431

2 92.829516 50.007923 37.785385

3 92.658358 65.885191 33.727840

4 92.937405 73.164441 31.492730

5 93.002788 70.546059 36.231580

6 93.331940 73.388451 32.274298

7 93.331940 78.016114 28.991737

8 93.331940 78.382605 26.998029

9 93.331940 75.636330 31.466358

10 93.409567 77.470017 29.520435

11 93.409567 75.318864 30.580947

12 93.409567 77.156861 29.193969

13 93.409567 80.213587 29.113343

14 93.409567 83.438136 26.029999

15 93.409567 86.774012 21.493905

16 93.409567 86.510729 21.409866

17 93.409567 87.980797 19.897739

18 93.409567 87.884040 20.137427

19 93.409567 85.855122 22.445340

20 93.409567 88.127463 18.510962

21 93.409567 87.882741 19.172748

22 93.409567 89.858948 15.463137

23 93.409567 87.584556 20.356433

24 93.409567 86.918770 21.616238

25 93.409567 87.459851 21.194681

26 93.409567 90.979362 12.523271

27 93.409567 88.276984 20.808244

28 93.409567 86.934341 22.773845

29 93.409567 86.130984 23.044979

30 93.409567 87.692350 19.906832
