
gen best mean std

0 65.881903 0.981808 14.092560

1 65.881903 7.935849 15.678499

2 74.761675 20.029076 16.764958

3 84.213791 34.448399 19.270069

4 84.213791 48.539265 18.295192

5 85.418586 60.346061 13.617247

6 88.386285 69.497085 9.106194

7 88.386285 74.900353 7.109322

8 91.159745 79.350171 5.710161

9 91.159745 83.276851 4.890034

10 91.159745 86.156225 3.760627

11 91.159745 87.132413 5.086479

12 91.159745 89.110998 3.528715

13 91.159745 90.131067 3.764509

14 91.159745 90.927194 2.481911

15 91.159745 91.159745 0.000000

16 91.159745 91.159745 0.000000

17 91.159745 91.159745 0.000000

18 91.159745 91.159745 0.000000

19 91.159745 91.159745 0.000000

20 91.159745 91.159745 0.000000

21 91.159745 91.159745 0.000000

22 91.159745 91.159745 0.000000

23 91.159745 91.159745 0.000000

24 91.159745 91.159745 0.000000

25 91.159745 91.159745 0.000000

26 91.159745 91.159745 0.000000

27 91.159745 91.159745 0.000000

28 91.159745 91.159745 0.000000

29 91.159745 91.159745 0.000000

30 91.159745 91.159745 0.000000
