
gen best mean std

0 91.490612 7.427296 28.559317

1 91.572379 26.385438 39.147290

2 92.690612 55.757655 38.200010

3 93.207043 82.236708 19.460758

4 93.207043 89.988552 5.528144

5 93.207043 91.524968 3.477360

6 93.207043 92.409548 0.635322

7 93.207043 92.508233 3.796961

8 93.207043 92.459306 6.968683

9 93.207043 93.141217 0.165949

10 93.207043 93.199297 0.062774

11 93.207043 93.207043 0.000000

12 93.207043 93.207043 0.000000

13 93.207043 93.207043 0.000000

14 93.207043 93.207043 0.000000

15 93.207043 93.207043 0.000000

16 93.207043 93.207043 0.000000

17 93.207043 93.207043 0.000000

18 93.207043 93.207043 0.000000

19 93.207043 93.207043 0.000000

20 93.207043 93.207043 0.000000

21 93.207043 93.207043 0.000000

22 93.207043 93.207043 0.000000

23 93.207043 93.207043 0.000000

24 93.207043 93.207043 0.000000

25 93.207043 93.207043 0.000000

26 93.337405 93.207695 0.009195

27 93.337405 93.207695 0.009195

28 93.337405 93.207695 0.009195

29 93.337405 93.208999 0.015846

30 93.337405 93.212258 0.025546
