
gen best mean std

0 48.013548 -1.298995 11.972858

1 48.013548 8.843179 16.545319

2 48.013548 26.218339 17.674706

3 66.197882 37.323824 13.521594

4 48.013548 45.173249 5.462704

5 48.013548 47.124830 3.204612

6 48.013548 48.013548 0.000000

7 85.216175 48.757601 5.208368

8 85.216175 48.757601 5.208368

9 48.013548 48.013548 0.000000

10 48.013548 48.013548 0.000000

11 48.206986 48.023773 0.039331

12 48.206986 48.041325 0.049793

13 65.998585 48.405142 2.513913

14 65.998585 48.775478 3.505950

15 65.897441 48.626004 3.748269

16 65.897441 49.169843 4.226774

17 65.897441 49.552970 5.995871

18 65.897441 50.479840 5.830815

19 65.897441 54.037345 8.231605

20 65.897441 56.677086 10.965209

21 65.897441 62.710535 6.802076

22 65.897441 65.189823 3.466607

23 65.897441 65.361495 3.751627

24 65.897441 65.897441 0.000000

25 65.897441 65.359764 3.763745

26 65.897441 65.897441 0.000000

27 65.897441 65.897441 0.000000

28 65.897441 65.897441 0.000000

29 65.897441 65.897441 0.000000

30 65.897441 65.897441 0.000000

31 65.897441 65.897441 0.000000

32 65.897441 65.897441 0.000000

33 65.897441 64.831529 7.461385

34 65.897441 65.535975 2.530263

35 65.897441 65.897441 0.000000

36 65.897441 65.897441 0.000000

37 65.897441 65.897441 0.000000

38 65.897441 65.897441 0.000000

39 65.897441 65.897441 0.000000

40 65.897441 65.897441 0.000000

41 65.897441 65.897441 0.000000

42 65.897441 65.897441 0.000000

43 65.897441 65.897441 0.000000

44 65.897441 65.897441 0.000000

45 65.897441 65.897441 0.000000

46 65.897441 65.897441 0.000000

47 65.897441 65.897441 0.000000

48 65.897441 65.897441 0.000000

49 65.897441 65.897441 0.000000

50 65.897441 65.897441 0.000000
