
gen best mean std

0 74.746171 -0.633552 12.285846

1 84.571054 5.876165 18.148227

2 74.750025 16.367886 20.383383

3 86.391410 25.757010 22.325827

4 86.954995 30.384289 26.828253

5 86.391410 34.566018 26.762745

6 86.391410 41.920979 26.968139

7 85.640905 43.438504 29.707529

8 86.993424 41.060004 30.756642

9 86.993424 48.162626 30.170085

10 89.418586 42.581162 30.066649

11 89.418586 50.736134 28.621477

12 89.418586 49.641609 31.402624

13 89.418586 52.996577 29.356409

14 88.393424 52.786169 30.097780

15 89.468774 55.731698 31.961290

16 89.468774 61.015874 30.678238

17 89.468774 63.083010 29.551475

18 89.468774 61.774897 29.663101

19 89.468774 62.068499 28.554502

20 89.468774 68.568124 27.075371

21 89.468774 68.839421 26.340050

22 89.468774 68.132447 27.152730

23 89.468774 68.019510 28.285871

24 89.354995 72.158500 26.078427

25 89.468774 71.858632 27.416577

26 89.468774 68.139213 31.090509

27 89.068774 68.693121 28.916583

28 89.068774 69.038452 29.052700

29 89.068774 70.599455 26.884153

30 91.223649 69.729080 27.600922
