
gen best mean std

0 92.247040 6.169491 25.113882

1 92.247040 20.653008 33.422281

2 92.690612 39.111709 38.283192

3 93.202788 58.805254 35.981895

4 93.202788 72.150948 31.002196

5 93.202788 74.597123 29.031693

6 93.202788 75.113348 30.305204

7 93.202788 78.273701 25.736453

8 93.202788 76.554935 26.384084

9 93.202788 78.586576 27.255858

10 93.409567 76.904821 28.262535

11 93.409567 79.144758 27.068991

12 93.409567 76.759157 29.230063

13 93.409567 80.853626 25.105952

14 93.409567 86.163035 18.164687

15 93.409567 90.162363 14.283583

16 93.409567 89.521398 14.781945

17 93.409567 90.616120 13.017715

18 93.409567 92.174619 6.143231

19 93.409567 90.231662 14.095258

20 93.409567 89.008980 17.394242

21 93.409567 88.807865 17.959032

22 93.409567 88.068643 18.681798

23 93.409567 86.409902 22.581781

24 93.409567 88.211258 20.398192

25 93.409567 87.202321 20.854000

26 93.409567 87.455743 21.078671

27 93.409567 89.359981 16.557863

28 93.409567 88.623648 17.560363

29 93.409567 88.318681 17.992491

30 93.409567 89.470279 16.103474
