
gen best mean std

0 39.122264 -3.600409 7.486259

1 57.013548 0.089977 11.185862

2 39.179917 10.487371 15.233539

3 39.179917 20.611090 14.501597

4 48.026190 30.467861 11.851716

5 48.026190 37.144291 6.383073

6 48.174000 39.743540 3.455370

7 48.174000 41.127262 3.667455

8 48.174000 43.251601 4.411588

9 48.269900 45.422503 4.039027

10 48.269900 47.839514 1.388225

11 57.269900 48.097673 0.908252

12 57.269900 48.277141 1.112753

13 57.269900 48.455847 1.551300

14 57.269900 48.946065 2.455037

15 75.203942 51.229269 5.255137

16 75.203942 52.901633 6.481330

17 94.785064 57.996297 8.460734

18 94.852506 62.964756 10.318020

19 94.852506 70.543316 12.220441

20 94.852506 78.930265 9.976749

21 94.852506 85.395875 9.789478

22 94.852506 90.902873 8.444968

23 94.852506 94.435593 2.747566

24 94.852506 94.848122 0.016626

25 94.852506 94.852506 0.000000

26 94.852506 94.852506 0.000000

27 94.852506 94.852506 0.000000

28 94.852506 94.852506 0.000000

29 94.852506 94.852506 0.000000

30 94.852506 94.852506 0.000000
