
gen best mean std

0 86.241575 -0.588340 12.704287

1 86.241575 5.163495 16.087801

2 65.947911 13.304428 16.750530

3 75.213103 20.658273 18.502213

4 75.213103 23.481342 19.326269

5 66.361645 28.733914 19.913618

6 74.751957 35.637644 23.818190

7 86.391410 40.642836 24.245015

8 88.266602 48.496293 21.183038

9 89.529262 50.363920 22.367381

10 89.529262 47.968376 24.440296

11 88.266602 49.016225 25.237714

12 88.266602 54.260760 23.929080

13 88.266602 55.949702 25.511963

14 88.266602 55.934200 27.556902

15 89.213791 53.228207 30.969198

16 88.266602 62.179394 28.437896

17 88.505597 57.250399 35.197056

18 88.505597 53.821337 35.549878

19 89.417915 64.763482 31.040975

20 89.417915 75.832887 25.000652

21 89.417915 77.339777 26.731123

22 89.417915 78.608919 25.265706

23 91.559745 78.766010 25.677639

24 91.559745 77.516717 27.998003

25 91.559745 80.770468 23.945099

26 91.559745 79.736007 25.549508

27 91.559745 78.027930 26.334674

28 91.559745 80.050622 24.736958

29 91.559745 75.242061 30.223410

30 91.559745 79.141100 26.514604
