
gen best mean std

0 91.490612 5.106267 25.666802

1 92.047040 17.929373 34.180794

2 92.647040 42.109044 39.465507

3 93.409567 59.407120 37.935467

4 93.409567 66.683387 35.059983

5 93.212614 69.550222 34.759703

6 93.212614 68.988147 35.106902

7 92.731940 72.352732 31.786181

8 92.796054 72.692564 33.479138

9 93.002788 73.091600 30.891414

10 93.202788 73.750797 29.784845

11 93.202788 74.107388 29.873717

12 93.409567 72.878652 30.908561

13 93.002788 72.924572 30.774613

14 93.002788 77.522449 28.290264

15 93.002788 74.945204 30.839136

16 93.202788 75.621046 28.584753

17 93.202788 79.022543 25.868035

18 93.409567 77.940282 26.739314

19 93.409567 81.218475 24.000640

20 93.409567 83.603876 21.669050

21 93.409567 84.880385 18.304812

22 93.409567 85.400781 17.644697

23 93.409567 84.384298 20.580008

24 93.409567 82.656374 21.900454

25 93.409567 84.556414 20.799144

26 93.409567 86.135092 19.127519

27 93.409567 86.945369 15.706540

28 93.409567 83.974365 19.865524

29 93.409567 84.760352 18.169500

30 93.409567 83.254320 19.315763
