
gen best mean std

0 57.269900 -3.449950 8.006744

1 39.028738 -1.914231 9.136069

2 57.116678 2.767873 12.696941

3 57.116678 9.065112 14.607218

4 57.263428 14.551867 16.133012

5 48.018586 17.932634 17.399335

6 66.216175 22.449526 18.780991

7 75.269900 26.177490 19.133795

8 57.234809 27.697241 18.332966

9 75.023649 29.710175 20.685151

10 94.852506 32.416463 20.982405

11 94.852506 34.137487 23.286926

12 94.852506 34.915363 24.655344

13 94.852506 41.581095 22.610717

14 94.852506 42.492292 24.489783

15 75.269900 45.808371 25.427769

16 75.269900 50.711374 23.149383

17 75.269900 50.308874 26.512887

18 94.852506 54.650214 24.204622

19 94.852506 49.743579 31.035223

20 94.852506 53.094071 30.313901

21 94.852506 53.182917 28.768266

22 94.852506 52.117828 30.038762

23 94.852506 50.649123 30.483044

24 94.852506 60.014736 31.400214

25 94.918596 67.644023 32.742942

26 94.918596 80.555173 28.433011

27 94.918596 85.826529 25.825128

28 94.918596 88.825756 21.664862

29 94.918596 85.658956 26.226303

30 94.918596 88.260699 21.932935
