
gen best mean std

0 39.179917 -3.152844 8.241238

1 39.269900 -0.772462 11.487611

2 94.785064 5.422578 17.286166

3 94.785064 14.396411 19.873467

4 56.950267 21.726214 19.376635

5 75.018586 27.806815 19.026212

6 94.785064 28.235874 20.629083

7 75.018586 30.094551 19.351679

8 75.018586 30.287147 19.599039

9 94.790514 31.294786 21.330179

10 94.790514 31.794410 22.733015

11 75.194865 32.027629 23.884972

12 75.122264 31.672377 24.754559

13 94.785064 32.115296 26.101735

14 94.785064 35.980359 26.380342

15 94.852506 34.479368 28.107925

16 94.852506 37.288866 29.093986

17 94.852506 38.114015 28.488267

18 94.852506 40.989909 31.059999

19 94.852506 41.034403 33.073792

20 94.918596 46.283770 32.029506

21 94.852506 51.395094 35.047222

22 94.852506 56.492607 34.040555

23 94.852506 57.864452 36.144033

24 94.852506 62.646246 37.130531

25 94.852506 68.357760 34.670705

26 94.852506 70.272769 35.956117

27 94.852506 77.619115 31.538676

28 94.852506 80.767343 31.591942

29 94.852506 86.159728 26.025453

30 94.852506 89.925354 20.189516
